PING 52.47.137.100 (52.47.137.100) 56(84) bytes of data.
64 bytes from 52.47.137.100: icmp_seq=51 ttl=46 time=7.79 ms
64 bytes from 52.47.137.100: icmp_seq=52 ttl=46 time=7.77 ms
64 bytes from 52.47.137.100: icmp_seq=53 ttl=46 time=7.80 ms
64 bytes from 52.47.137.100: icmp_seq=54 ttl=46 time=7.79 ms
64 bytes from 52.47.137.100: icmp_seq=55 ttl=46 time=7.83 ms
64 bytes from 52.47.137.100: icmp_seq=56 ttl=46 time=7.80 ms
64 bytes from 52.47.137.100: icmp_seq=57 ttl=46 time=7.87 ms
64 bytes from 52.47.137.100: icmp_seq=58 ttl=46 time=7.78 ms
64 bytes from 52.47.137.100: icmp_seq=59 ttl=46 time=7.88 ms
64 bytes from 52.47.137.100: icmp_seq=60 ttl=46 time=8.03 ms
64 bytes from 52.47.137.100: icmp_seq=61 ttl=46 time=7.82 ms
64 bytes from 52.47.137.100: icmp_seq=62 ttl=46 time=7.78 ms
64 bytes from 52.47.137.100: icmp_seq=63 ttl=46 time=7.93 ms
64 bytes from 52.47.137.100: icmp_seq=64 ttl=46 time=8.10 ms
64 bytes from 52.47.137.100: icmp_seq=65 ttl=46 time=7.82 ms
64 bytes from 52.47.137.100: icmp_seq=66 ttl=46 time=7.81 ms
64 bytes from 52.47.137.100: icmp_seq=67 ttl=46 time=7.78 ms
64 bytes from 52.47.137.100: icmp_seq=68 ttl=46 time=7.89 ms
64 bytes from 52.47.137.100: icmp_seq=69 ttl=46 time=7.81 ms
64 bytes from 52.47.137.100: icmp_seq=70 ttl=46 time=7.81 ms
64 bytes from 52.47.137.100: icmp_seq=71 ttl=46 time=7.79 ms
64 bytes from 52.47.137.100: icmp_seq=72 ttl=46 time=8.00 ms
64 bytes from 52.47.137.100: icmp_seq=73 ttl=46 time=8.78 ms
64 bytes from 52.47.137.100: icmp_seq=74 ttl=46 time=7.80 ms
64 bytes from 52.47.137.100: icmp_seq=75 ttl=46 time=8.02 ms
64 bytes from 52.47.137.100: icmp_seq=76 ttl=46 time=8.75 ms
64 bytes from 52.47.137.100: icmp_seq=77 ttl=46 time=7.83 ms
64 bytes from 52.47.137.100: icmp_seq=78 ttl=46 time=7.80 ms
64 bytes from 52.47.137.100: icmp_seq=79 ttl=46 time=7.79 ms
64 bytes from 52.47.137.100: icmp_seq=80 ttl=46 time=7.95 ms
64 bytes from 52.47.137.100: icmp_seq=81 ttl=46 time=7.82 ms
64 bytes from 52.47.137.100: icmp_seq=82 ttl=46 time=7.84 ms
64 bytes from 52.47.137.100: icmp_seq=83 ttl=46 time=7.83 ms
64 bytes from 52.47.137.100: icmp_seq=84 ttl=46 time=7.79 ms
64 bytes from 52.47.137.100: icmp_seq=85 ttl=46 time=7.84 ms
64 bytes from 52.47.137.100: icmp_seq=86 ttl=46 time=7.80 ms
64 bytes from 52.47.137.100: icmp_seq=87 ttl=46 time=7.79 ms
64 bytes from 52.47.137.100: icmp_seq=88 ttl=46 time=7.85 ms
64 bytes from 52.47.137.100: icmp_seq=89 ttl=46 time=7.95 ms
64 bytes from 52.47.137.100: icmp_seq=90 ttl=46 time=7.86 ms
64 bytes from 52.47.137.100: icmp_seq=91 ttl=46 time=7.87 ms
64 bytes from 52.47.137.100: icmp_seq=92 ttl=46 time=7.80 ms
64 bytes from 52.47.137.100: icmp_seq=93 ttl=46 time=7.88 ms
64 bytes from 52.47.137.100: icmp_seq=94 ttl=46 time=7.81 ms
64 bytes from 52.47.137.100: icmp_seq=95 ttl=46 time=7.78 ms
64 bytes from 52.47.137.100: icmp_seq=96 ttl=46 time=7.89 ms
64 bytes from 52.47.137.100: icmp_seq=97 ttl=46 time=7.83 ms
64 bytes from 52.47.137.100: icmp_seq=98 ttl=46 time=7.97 ms
64 bytes from 52.47.137.100: icmp_seq=99 ttl=46 time=7.84 ms
64 bytes from 52.47.137.100: icmp_seq=100 ttl=46 time=7.80 ms

--- 52.47.137.100 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99111ms
rtt min/avg/max/mdev = 7.774/7.895/8.788/0.203 ms
